req_id,category,subcategory,requirement_text,target_value,test_module,test_function,validation_method,status,priority,phase,notes,effort_weeks,dependencies,blocks,assignee,sprint,started_date,completed_date,requirement_file,external_id
REQ-VERIFY-002,VERIFY,Schema,RTMX shall define and enforce JSON Schema for common results format,Schema validates Go and Python output,internal/results/schema_test.go,TestResultsSchemaValidation,Unit Test,COMPLETE,P0,14,Foundation for cross-language compatibility,1,REQ-LANG-007,REQ-VERIFY-001,,,,,,.rtmx/requirements/VERIFY/REQ-VERIFY-002.md
REQ-GO-074,CLI,Health,rtmx health shall detect status consistency violations where COMPLETE requirements depend on MISSING dependencies,Warning for COMPLETE depending on MISSING,internal/cmd/health_test.go,TestHealthStatusConsistency,Unit Test,MISSING,HIGH,16,Semantic validation,0.5,REQ-GO-012,,,,,,,.rtmx/requirements/CLI/REQ-GO-074.md
REQ-PAR-001,PARITY,Output,rtmx status and backlog shall support --json flag for machine-readable output,JSON output matches Python schema,internal/cmd/status_test.go,TestStatusJSON,Integration Test,COMPLETE,P0,14,CI/CD pipeline integration,1,REQ-GO-010|REQ-GO-011,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-001.md
REQ-PAR-002,PARITY,CI,rtmx status --fail-under N shall exit 1 if completion below threshold,Exit code 1 when below threshold,internal/cmd/status_test.go,TestStatusFailUnder,Integration Test,COMPLETE,P0,14,CI quality gates,0.5,REQ-GO-010,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-002.md
REQ-PAR-003,PARITY,Graph,rtmx backlog shall use transitive blocking analysis and exclude blocked items from quick-wins,Transitive counts match Python,internal/cmd/backlog_test.go,TestBacklogTransitiveBlocking,Integration Test,COMPLETE,P0,14,Accurate blocking impact,1,REQ-GO-011|REQ-GO-013,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-003.md
REQ-PAR-004,PARITY,Health,rtmx health shall match Python health checks and exit code behavior,All Python checks present with correct exit codes,internal/cmd/health_test.go,TestHealthParity,Integration Test,COMPLETE,HIGH,14,Health command parity,1,REQ-GO-012,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-004.md
REQ-PAR-005,PARITY,Config,Go CLI shall parse Python-format config files including list-format labels,Both label formats parse without error,internal/config/config_test.go,TestConfigLabelCompat,Unit Test,MISSING,HIGH,14,Config backward compatibility,0.5,REQ-GO-008,,,,,,,.rtmx/requirements/PARITY/REQ-PAR-005.md
REQ-AGENT-001,ADAPT,Agents,rtmx install --agents shall support 10 AI agents including Cline Gemini Windsurf Aider Amazon Q and Zed,All 10 agents detected and configured,internal/cmd/install_test.go,TestInstallAllAgents,Integration Test,COMPLETE,HIGH,14,Expanded agent ecosystem,1.5,REQ-GO-029,REQ-GO-047,,,,,,.rtmx/requirements/ADAPT/REQ-AGENT-001.md
REQ-AGENT-002,ADAPT,Claude,rtmx install --claude shall install Claude Code hooks and context command for automatic RTM injection,Hooks installed and context generated,internal/cmd/context_test.go,TestContextCommandDefaultFormat,Integration Test,COMPLETE,P0,14,Claude Code integration,1,REQ-GO-029,REQ-GO-047,,,,,,.rtmx/requirements/ADAPT/REQ-AGENT-002.md
REQ-GO-075,SYNC,CrossRepo,rtmx move/clone shall transfer requirements between rtmx-enabled repos with bidirectional provenance links,Requirement appears in target with external_id backlink,internal/sync/crossrepo_test.go,TestMoveRequirement,Integration Test,MISSING,HIGH,17,Cross-repo requirement lifecycle,2,REQ-GO-035,REQ-GO-076|REQ-GO-077,,,,,,.rtmx/requirements/SYNC/REQ-GO-075.md
REQ-GO-076,SYNC,CrossRepo,rtmx move/clone shall support --branch and --pr flags for PR-based requirement proposals,PR created in target repo with requirement content,internal/sync/crossrepo_test.go,TestMoveWithPR,Integration Test,MISSING,HIGH,17,PR workflow for requirement transfers,1.5,REQ-GO-075,REQ-GO-077,,,,,,.rtmx/requirements/SYNC/REQ-GO-076.md
REQ-GO-077,SYNC,CrossRepo,rtmx-enabled projects shall support configurable adjudication rules for incoming requirement PRs,Auto-validation and optional auto-merge of requirement PRs,internal/sync/adjudicate_test.go,TestAdjudicateSchemaValid,Integration Test,MISSING,MEDIUM,17,Automated PR acceptance rules,2,REQ-GO-075|REQ-GO-076,,,,,,,.rtmx/requirements/SYNC/REQ-GO-077.md
REQ-CI-001,CI,Verify,CI shall run rtmx verify --update on main and auto-commit RTM status changes with signed commits,Status auto-committed after test pass,.github/workflows/ci.yml,TestCIVerifyJob,System Test,MISSING,P0,14,Closed-loop verification in CI,0.5,REQ-GO-018,REQ-GO-047,,,,,,.rtmx/requirements/CI/REQ-CI-001.md
REQ-CI-002,CI,PR,CI shall post RTM diff and health status as PR comments on RTM-related changes,PR comment shows diff and health,.github/workflows/rtmx-pr.yml,TestCIPRDiff,System Test,MISSING,HIGH,14,PR review visibility,1,REQ-GO-012|REQ-GO-022,REQ-GO-047,,,,,,.rtmx/requirements/CI/REQ-CI-002.md
REQ-CI-003,CI,Quality,CI shall enforce 80% requirement marker compliance on test functions,Build fails if marker coverage below 80%,.github/workflows/ci.yml,TestCIMarkerCompliance,System Test,MISSING,HIGH,14,Marker compliance gate,0.5,REQ-GO-017,,,,,,,.rtmx/requirements/CI/REQ-CI-003.md
REQ-CI-004,CI,Docs,CI shall generate terminal screenshots and create PRs to update documentation,Screenshots auto-generated from CLI output,.github/workflows/ci.yml,TestCIScreenshots,System Test,MISSING,MEDIUM,14,Documentation automation,1,REQ-GO-010|REQ-GO-011|REQ-GO-012,,,,,,,.rtmx/requirements/CI/REQ-CI-004.md
REQ-CI-005,CI,Security,CI shall include govulncheck and CodeQL for vulnerability and security scanning,No known vulnerabilities in deps,.github/workflows/ci.yml,TestCISecurity,System Test,MISSING,MEDIUM,14,Security scanning,0.5,,,,,,,,.rtmx/requirements/CI/REQ-CI-005.md
REQ-CI-006,CI,Ecosystem,Repository shall provide reusable validation workflow for RTMX-enabled repos,Other repos can call workflow,.github/workflows/rtmx-validate.yml,TestCIValidate,System Test,MISSING,MEDIUM,14,Ecosystem validation,0.5,REQ-GO-012,,,,,,,.rtmx/requirements/CI/REQ-CI-006.md
REQ-REL-001,RELEASE,Security,All release binaries and checksums shall be GPG-signed for authenticity verification,GPG signatures on all release artifacts,.goreleaser.yaml,TestGPGSigning,System Test,MISSING,P0,14,Binary signing - enterprise requirement,1,REQ-GO-043,REQ-GO-047|REQ-REL-003|REQ-REL-006,,,,,,.rtmx/requirements/RELEASE/REQ-REL-001.md
REQ-REL-002,RELEASE,SupplyChain,Each release shall include SBOM in SPDX JSON format,SBOM lists all dependencies,.goreleaser.yaml,TestSBOMGeneration,System Test,MISSING,HIGH,14,Supply chain auditing,0.5,REQ-GO-043,REQ-GO-047,,,,,,.rtmx/requirements/RELEASE/REQ-REL-002.md
REQ-REL-003,RELEASE,Documentation,Release notes shall include verification instructions and curated highlights,Release notes have verification section,.goreleaser.yaml,TestReleaseNotes,System Test,MISSING,HIGH,14,Professional release documentation,0.5,REQ-REL-001,REQ-GO-047,,,,,,.rtmx/requirements/RELEASE/REQ-REL-003.md
REQ-REL-004,RELEASE,Distribution,Release workflow shall publish to Homebrew tap and Scoop bucket,brew install and scoop install work,.goreleaser.yaml,TestHomebrewScoop,System Test,MISSING,HIGH,14,Package manager publishing,1,REQ-DIST-001|REQ-GO-044,REQ-GO-047,,,,,,.rtmx/requirements/RELEASE/REQ-REL-004.md
REQ-REL-005,RELEASE,Container,Release workflow shall publish multi-arch Docker images to ghcr.io,docker pull ghcr.io/rtmx-ai/rtmx works,Dockerfile,TestDockerImage,System Test,MISSING,MEDIUM,14,Container distribution,1,REQ-GO-043,,,,,,,.rtmx/requirements/RELEASE/REQ-REL-005.md
REQ-REL-006,RELEASE,Security,Repository shall include SECURITY.md and universal install script,SECURITY.md exists and install.sh works,SECURITY.md,TestSecurityPolicy,System Test,MISSING,HIGH,14,Security policy and install,0.5,REQ-REL-001,REQ-E2E-004,,,,,,.rtmx/requirements/RELEASE/REQ-REL-006.md
REQ-E2E-001,E2E,Binary,CI shall smoke test the compiled binary against the repos own RTM database,All core commands execute without error,.github/workflows/ci.yml,TestBinarySmokeTest,System Test,MISSING,P0,14,Binary smoke test,0.5,REQ-GO-010|REQ-GO-011|REQ-GO-012,REQ-GO-047,,,,,,.rtmx/requirements/E2E/REQ-E2E-001.md
REQ-E2E-002,E2E,CrossLang,CI shall run Python tests with --rtmx-output and verify with Go CLI,Cross-language pipeline passes,.github/workflows/ci.yml,TestCrossLangE2E,System Test,MISSING,HIGH,14,Cross-language dogfood loop,0.5,REQ-LANG-004|REQ-VERIFY-001,,,,,,,.rtmx/requirements/E2E/REQ-E2E-002.md
REQ-E2E-003,E2E,Release,CI shall run goreleaser snapshot to validate release configuration,Snapshot builds all artifacts,.github/workflows/ci.yml,TestReleaseSnapshot,System Test,MISSING,HIGH,14,Release dry-run,0.5,REQ-GO-043,,,,,,,.rtmx/requirements/E2E/REQ-E2E-003.md
REQ-E2E-004,E2E,Install,CI shall test install script syntax and error handling,Script validates without errors,.github/workflows/ci.yml,TestInstallScript,System Test,MISSING,MEDIUM,14,Install script validation,0.25,REQ-REL-006,,,,,,,.rtmx/requirements/E2E/REQ-E2E-004.md
